%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
0, -39.12, 0.00
1, 263.82, 0.00
2, 160.04, 0.00
3, -287.82, 0.00
4, -42.94, 0.00
5, 120.30, 0.00
6, 147.72, 0.00
7, -4.52, 0.00
8, 262.81, 0.00
9, -31.87, 0.00
10, -51.43, 0.00
11, 27.14, 0.00
12, -190.66, 0.00
13, -31.16, 0.00
14, 78.61, 0.00
15, -57.94, 0.00
16, -60.13, 0.00
17, 300.54, 0.00
18, -27.67, 0.00
19, 88.13, 0.00
20, 148.35, 0.00
21, -64.19, 0.00
22, 84.82, 0.00
23, 190.55, 0.00
24, 21.12, 0.00
25, 4.38, 0.00
26, 10.28, 0.00
27, 112.43, 0.00
28, -32.30, 0.00
29, 78.39, 0.00
30, 51.74, 0.00
31, 79.80, 0.00
32, 66.79, 0.00
33, 133.06, 0.00
34, -91.13, 0.00
35, -172.24, 0.00
36, 73.56, 0.00
37, 66.90, 0.00
38, -22.35, 0.00
39, 75.48, 0.00
40, 123.87, 0.00
41, 123.94, 0.00
42, -172.69, 0.00
43, 145.35, 0.00
44, -70.94, 0.00
45, 109.08, 0.00
46, -164.13, 0.00
47, -71.97, 0.00
48, 96.65, 0.00
49, -98.01, 0.00
50, -34.58, 0.00
51, -57.29, 0.00
52, 19.67, 0.00
53, 32.10, 0.00
54, -54.31, 0.00
55, 35.74, 0.00
56, 71.26, 0.00
57, -75.17, 0.00
58, 45.62, 0.00
59, 6.44, 0.00
60, -147.95, 0.00
61, -55.83, 0.00
62, -79.75, 0.00
63, -19.65, 0.00
64, -37.44, 0.00
65, -2.59, 0.00
66, 81.00, 0.00
67, -70.74, 0.00
68, -80.96, 0.00
69, 114.58, 0.00
70, -179.80, 0.00
71, -87.71, 0.00
72, -139.21, 0.00
73, -59.01, 0.00
74, 18.73, 0.00
75, 45.58, 0.00
76, -320.88, 0.00
77, -33.30, 0.00
78, -34.40, 0.00
79, -44.77, 0.00
80, -159.39, 0.00
81, -84.22, 0.00
82, -95.20, 0.00
83, 46.22, 0.00
84, -51.90, 0.00
85, -36.01, 0.00
86, -96.81, 0.00
87, 28.10, 0.00
88, -67.37, 0.00
89, 102.37, 0.00
90, -56.51, 0.00
91, 11.29, 0.00
92, 160.53, 0.00
93, -84.80, 0.00
94, 60.68, 0.00
95, 12.56, 0.00
96, 63.03, 0.00
97, 144.48, 0.00
98, 86.48, 0.00
99, 63.28, 0.00
100, -161.27, 0.00
101, 182.99, 0.00
102, 65.65, 0.00
103, -31.18, 0.00
104, -33.46, 0.00
105, -46.18, 0.00
106, -161.22, 0.00
107, -51.30, 0.00
108, -75.39, 0.00
109, -174.16, 0.00
110, -199.29, 0.00
111, 70.92, 0.00
112, -107.71, 0.00
113, 17.34, 0.00
114, -128.63, 0.00
115, -46.83, 0.00
116, 74.79, 0.00
117, 54.96, 0.00
118, -81.34, 0.00
119, -16.67, 0.00
120, -39.38, 0.00
121, -159.93, 0.00
122, -352.11, 0.00
123, 204.92, 0.00
124, 12.94, 0.00
125, 45.46, 0.00
126, 79.08, 0.00
127, 149.96, 0.00
128, 109.68, 0.00
129, 18.73, 0.00
130, 40.28, 0.00
131, 61.62, 0.00
132, 96.16, 0.00
133, -53.38, 0.00
134, 104.23, 0.00
135, 114.69, 0.00
136, -8.40, 0.00
137, -57.78, 0.00
138, -165.38, 0.00
139, -44.77, 0.00
140, 44.68, 0.00
141, 141.58, 0.00
142, 54.16, 0.00
143, 53.96, 0.00
144, 29.77, 0.00
145, 43.14, 0.00
146, -39.74, 0.00
147, 59.90, 0.00
148, 61.06, 0.00
149, 132.37, 0.00
150, -82.54, 0.00
151, -168.13, 0.00
152, -50.29, 0.00
153, 111.60, 0.00
154, 54.49, 0.00
155, 34.42, 0.00
156, -10.84, 0.00
157, -80.91, 0.00
158, 117.61, 0.00
159, -20.03, 0.00
160, 45.62, 0.00
161, -27.43, 0.00
162, -157.38, 0.00
163, 90.26, 0.00
164, 221.55, 0.00
165, 70.68, 0.00
166, 4.96, 0.00
167, 316.95, 0.00
168, 104.32, 0.00
169, -92.58, 0.00
170, 2.28, 0.00
171, -81.23, 0.00
172, 19.58, 0.00
173, -89.27, 0.00
174, 111.80, 0.00
175, 57.22, 0.00
176, 85.52, 0.00
177, -25.30, 0.00
178, 143.30, 0.00
179, 35.25, 0.00
180, -55.52, 0.00
181, 102.62, 0.00
182, -49.93, 0.00
183, 181.38, 0.00
184, 2.30, 0.00
185, 70.86, 0.00
186, -142.45, 0.00
187, 26.44, 0.00
188, -89.65, 0.00
189, -111.87, 0.00
190, -17.81, 0.00
191, 363.01, 0.00
192, -189.99, 0.00
193, -250.07, 0.00
194, -72.17, 0.00
195, -7.69, 0.00
196, 106.57, 0.00
197, -16.56, 0.00
198, -118.24, 0.00
199, 198.22, 0.00
200, -7.96, 0.00
201, -96.34, 0.00
202, 68.64, 0.00
203, 81.23, 0.00
204, -75.37, 0.00
205, -81.72, 0.00
206, -6.86, 0.00
207, -27.31, 0.00
208, 54.61, 0.00
209, -26.80, 0.00
210, -188.74, 0.00
211, 242.36, 0.00
212, 6.97, 0.00
213, -24.54, 0.00
214, -98.39, 0.00
215, -75.62, 0.00
216, -16.38, 0.00
217, -146.99, 0.00
218, 5.59, 0.00
219, -216.70, 0.00
220, -42.49, 0.00
221, -65.24, 0.00
222, -78.28, 0.00
223, 144.77, 0.00
224, -77.27, 0.00
225, 97.30, 0.00
226, -101.70, 0.00
227, -72.46, 0.00
228, -55.10, 0.00
229, -37.91, 0.00
230, -130.24, 0.00
231, 206.02, 0.00
232, 59.93, 0.00
233, -34.24, 0.00
234, 142.65, 0.00
235, 152.01, 0.00
236, -78.50, 0.00
237, 0.74, 0.00
238, 89.05, 0.00
239, 25.44, 0.00
240, 130.62, 0.00
241, -77.99, 0.00
242, 95.35, 0.00
243, -73.40, 0.00
244, -242.65, 0.00
245, -1.61, 0.00
246, 77.76, 0.00
247, 47.27, 0.00
248, 12.07, 0.00
249, 20.83, 0.00
250, 18.26, 0.00
251, -155.43, 0.00
252, -62.41, 0.00
253, -135.12, 0.00
254, -14.71, 0.00
255, -23.02, 0.00
256, -63.46, 0.00
257, -14.51, 0.00
258, -184.31, 0.00
259, -175.42, 0.00
260, 101.97, 0.00
261, 87.08, 0.00
262, 48.75, 0.00
263, -21.14, 0.00
264, -22.71, 0.00
265, -88.47, 0.00
266, 81.03, 0.00
267, 45.13, 0.00
268, 89.65, 0.00
269, -3.02, 0.00
270, 158.81, 0.00
271, -7.22, 0.00
272, 40.01, 0.00
273, 60.01, 0.00
274, -262.88, 0.00
275, -47.54, 0.00
276, 23.04, 0.00
277, -86.30, 0.00
278, -29.44, 0.00
279, 27.00, 0.00
280, 121.19, 0.00
281, -85.52, 0.00
282, 16.09, 0.00
283, -101.97, 0.00
284, -61.11, 0.00
285, 199.04, 0.00
286, 57.53, 0.00
287, -211.63, 0.00
288, -8.38, 0.00
289, 52.15, 0.00
290, 19.60, 0.00
291, -6.50, 0.00
292, -84.29, 0.00
293, -95.67, 0.00
294, -23.67, 0.00
295, 23.11, 0.00
296, 15.42, 0.00
297, -36.77, 0.00
298, 49.93, 0.00
299, 172.40, 0.00
300, 86.19, 0.00
301, 26.17, 0.00
302, -54.18, 0.00
303, 36.66, 0.00
304, 25.03, 0.00
305, -30.87, 0.00
306, 58.65, 0.00
307, 28.95, 0.00
308, -113.57, 0.00
309, -185.45, 0.00
