%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
-29, 84792.34, 108628.17
-28, 65161.95, 83489.14
-27, 59106.45, 75716.46
-26, 68452.14, 87705.66
-25, 70581.50, 90436.42
-24, 62344.30, 79895.67
-23, 57696.71, 73947.23
-22, 56784.04, 72788.88
-21, 54148.61, 69429.67
-20, 52055.78, 66751.60
-19, 50621.60, 64909.21
-18, 49421.29, 63394.99
-17, 47789.21, 61300.32
-16, 45793.13, 58751.91
-15, 44741.04, 57391.16
-14, 44267.51, 56809.25
-13, 42779.54, 54899.25
-12, 39156.68, 50277.70
-11, 38010.88, 48804.92
-10, 35913.93, 46130.87
-9, 34333.75, 44112.01
-8, 33476.85, 43011.57
-7, 30334.22, 38988.25
-6, 29897.27, 38436.17
-5, 29216.10, 37566.84
-4, 27743.09, 35682.45
-3, 26431.25, 34002.05
-2, 25857.90, 33265.88
-1, 25258.36, 32508.02
0, 24070.52, 30983.09
-29, 22853.65, 29433.04
-28, 20648.23, 26605.86
-27, 19558.51, 25223.74
-26, 18846.32, 24299.56
-25, 18278.05, 23585.80
-24, 17476.36, 22546.92
-23, 16520.35, 21336.84
-22, 15805.88, 20408.68
-21, 15236.02, 19693.34
-20, 14546.85, 18800.09
-19, 13717.62, 17748.83
-18, 13027.15, 16855.74
-17, 10484.06, 13607.99
-16, 9942.08, 12916.85
-15, 8761.73, 11404.73
-14, 7646.58, 9976.34
-13, 7132.91, 9326.91
-12, 6585.72, 8619.14
-11, 6034.25, 7923.78
-10, 5555.73, 7300.55
-9, 5081.18, 6704.20
-8, 4600.10, 6074.38
-7, 4099.76, 5447.12
-6, 3658.42, 4867.78
-5, 3218.34, 4319.47
-4, 2787.91, 3755.25
-3, 2336.79, 3191.31
-2, 1930.74, 2658.47
-1, 1529.33, 2155.20
0, 1141.55, 1647.86
-29, 738.88, 1141.35
-28, 365.32, 655.29
-27, -0.02, 194.53
-26, -352.15, -262.34
-25, -710.09, -717.51
-24, -1052.14, -1158.02
-23, -1379.24, -1577.99
-22, -1702.73, -1989.77
-21, -2019.52, -2398.41
-20, -2333.07, -2794.73
-19, -2625.61, -3175.89
-18, -2920.52, -3546.15
-17, -3198.42, -3912.58
-16, -3484.17, -4268.31
-15, -3744.07, -4612.68
-14, -4013.39, -4945.26
-13, -4517.89, -5592.12
-12, -4747.22, -5901.44
-11, -4990.00, -6198.74
-10, -5208.87, -6492.22
-9, -5439.79, -6775.95
-8, -5646.25, -7052.20
-7, -5862.57, -7318.03
-6, -6057.12, -7578.36
-5, -6260.81, -7830.31
-4, -6446.44, -8075.39
