%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
-29, -2513.30, 0.00
-28, -3658.51, 0.00
-27, -3827.22, 0.00
-26, -3079.69, 0.00
-25, -2892.11, 0.00
-24, -3353.28, 0.00
-23, -3518.77, 0.00
-22, -3243.06, 0.00
-21, -3113.58, 0.00
-20, -3254.19, 0.00
-19, -3335.42, 0.00
-18, -3262.13, 0.00
-17, -3213.42, 0.00
-16, -3229.60, 0.00
-15, -3238.32, 0.00
-14, -3231.88, 0.00
-13, -3236.93, 0.00
-12, -3218.67, 0.00
-11, -3184.92, 0.00
-10, -3188.50, 0.00
-9, -3217.78, 0.00
-8, -3200.90, 0.00
-7, -3150.79, 0.00
-6, -3145.49, 0.00
-5, -3177.10, 0.00
-4, -3170.55, 0.00
-3, -3121.29, 0.00
-2, -3105.51, 0.00
-1, -3129.82, 0.00
0, -3089.01, 0.00
-29, -3066.28, 0.00
-28, -3079.47, 0.00
-27, -3083.60, 0.00
-26, -3050.25, 0.00
-25, -3024.64, 0.00
-24, -3027.32, 0.00
-23, -3030.49, 0.00
-22, -3005.46, 0.00
-21, -2980.14, 0.00
-20, -2974.99, 0.00
-19, -2975.11, 0.00
-18, -2955.79, 0.00
-17, -2932.10, 0.00
-16, -2922.02, 0.00
-15, -2918.20, 0.00
-14, -2903.67, 0.00
-13, -2881.25, 0.00
-12, -2868.33, 0.00
-11, -2860.49, 0.00
-10, -2847.16, 0.00
-9, -2826.13, 0.00
-8, -2811.54, 0.00
-7, -2800.78, 0.00
-6, -2789.16, 0.00
-5, -2770.54, 0.00
-4, -2755.59, 0.00
-3, -2742.09, 0.00
-2, -2729.21, 0.00
-1, -2709.90, 0.00
0, -2694.66, 0.00
-29, -2679.86, 0.00
-28, -2667.73, 0.00
-27, -2651.34, 0.00
-26, -2635.96, 0.00
-25, -2620.59, 0.00
-24, -2606.37, 0.00
-23, -2590.12, 0.00
-22, -2573.65, 0.00
-21, -2558.74, 0.00
-20, -2544.19, 0.00
-19, -2528.54, 0.00
-18, -2511.42, 0.00
-17, -2495.91, 0.00
-16, -2479.70, 0.00
-15, -2464.93, 0.00
-14, -2448.07, 0.00
-13, -2433.23, 0.00
-12, -2416.25, 0.00
-11, -2401.85, 0.00
-10, -2384.69, 0.00
-9, -2369.96, 0.00
-8, -2353.06, 0.00
-7, -2338.57, 0.00
-6, -2321.50, 0.00
-5, -2306.86, 0.00
-4, -2290.03, 0.00
-3, -2275.00, 0.00
-2, -2257.88, 0.00
-1, -2242.48, 0.00
0, -2226.08, 0.00
-29, -2210.74, 0.00
-28, -2194.70, 0.00
-27, -2178.45, 0.00
-26, -2163.38, 0.00
-25, -2147.73, 0.00
-24, -2133.18, 0.00
-23, -2117.76, 0.00
-22, -2103.50, 0.00
-21, -2087.18, 0.00
-20, -2072.72, 0.00
-19, -2056.02, 0.00
-18, -2042.03, 0.00
-17, -2025.85, 0.00
-16, -1995.07, 0.00
-15, -1980.90, 0.00
-14, -1964.83, 0.00
-13, -1951.44, 0.00
-12, -1935.37, 0.00
-11, -1920.84, 0.00
-10, -1905.22, 0.00
-9, -1890.91, 0.00
-8, -1875.27, 0.00
-7, -1861.14, 0.00
-6, -1846.32, 0.00
-5, -1831.81, 0.00
-4, -1818.16, 0.00
-3, -1803.92, 0.00
-2, -1790.42, 0.00
-1, -1775.02, 0.00
0, -1760.87, 0.00
-29, -1745.63, 0.00
-28, -1732.91, 0.00
-27, -1717.71, 0.00
-26, -1705.57, 0.00
-25, -1690.31, 0.00
-24, -1676.51, 0.00
-23, -1660.98, 0.00
-22, -1648.91, 0.00
-21, -1634.38, 0.00
-20, -1622.22, 0.00
-19, -1607.20, 0.00
-18, -1594.22, 0.00
-17, -1579.17, 0.00
-16, -1566.16, 0.00
-15, -1552.37, 0.00
-14, -1539.57, 0.00
-13, -1526.11, 0.00
-12, -1513.48, 0.00
-11, -1500.36, 0.00
-10, -1487.24, 0.00
-9, -1473.99, 0.00
-8, -1460.46, 0.00
-7, -1447.95, 0.00
-6, -1434.09, 0.00
-5, -1422.13, 0.00
-4, -1408.52, 0.00
-3, -1397.10, 0.00
-2, -1383.35, 0.00
-1, -1372.22, 0.00
0, -1357.98, 0.00
-29, -1346.58, 0.00
-28, -1332.66, 0.00
-27, -1321.77, 0.00
-26, -1308.45, 0.00
-25, -1297.34, 0.00
-24, -1284.51, 0.00
-23, -1273.36, 0.00
-22, -1260.73, 0.00
-21, -1249.62, 0.00
-20, -1237.62, 0.00
-19, -1226.48, 0.00
-18, -1214.93, 0.00
-17, -1204.00, 0.00
-16, -1193.49, 0.00
-15, -1181.94, 0.00
-14, -1170.69, 0.00
-13, -1158.45, 0.00
-12, -1147.27, 0.00
-11, -1134.89, 0.00
-10, -1125.03, 0.00
-9, -1113.47, 0.00
-8, -1104.60, 0.00
-7, -1092.91, 0.00
-6, -1083.75, 0.00
-5, -1071.61, 0.00
-4, -1061.48, 0.00
-3, -1049.15, 0.00
-2, -1039.53, 0.00
-1, -1027.64, 0.00
0, -1018.03, 0.00
-29, -1006.48, 0.00
-28, -997.16, 0.00
-27, -985.58, 0.00
-26, -976.61, 0.00
-25, -966.13, 0.00
-24, -955.96, 0.00
-23, -946.37, 0.00
-22, -935.85, 0.00
-21, -926.23, 0.00
-20, -915.88, 0.00
-19, -907.70, 0.00
-18, -897.22, 0.00
-17, -889.00, 0.00
-16, -878.80, 0.00
-15, -870.89, 0.00
-14, -860.74, 0.00
-13, -853.21, 0.00
-12, -843.02, 0.00
-11, -835.64, 0.00
-10, -825.65, 0.00
-9, -818.34, 0.00
-8, -809.36, 0.00
-7, -802.09, 0.00
-6, -792.75, 0.00
-5, -785.10, 0.00
-4, -776.10, 0.00
-3, -768.07, 0.00
-2, -759.65, 0.00
-1, -752.40, 0.00
0, -745.34, 0.00
-29, -738.14, 0.00
-28, -731.19, 0.00
-27, -723.59, 0.00
-26, -716.35, 0.00
-25, -708.08, 0.00
-24, -701.17, 0.00
-23, -692.84, 0.00
-22, -686.98, 0.00
-21, -678.64, 0.00
-20, -672.97, 0.00
-19, -665.21, 0.00
-18, -659.60, 0.00
-17, -651.44, 0.00
-16, -646.05, 0.00
-15, -637.87, 0.00
-14, -631.97, 0.00
-13, -623.86, 0.00
-12, -617.31, 0.00
-11, -609.49, 0.00
-10, -603.21, 0.00
-9, -595.72, 0.00
-8, -589.71, 0.00
-7, -582.35, 0.00
-6, -575.24, 0.00
-5, -568.20, 0.00
-4, -560.60, 0.00
-3, -554.68, 0.00
-2, -541.67, 0.00
-1, -535.30, 0.00
0, -530.27, 0.00
-29, -523.46, 0.00
-28, -518.90, 0.00
-27, -511.43, 0.00
-26, -506.78, 0.00
-25, -499.43, 0.00
-24, -494.82, 0.00
-23, -487.58, 0.00
-22, -483.51, 0.00
-21, -476.85, 0.00
-20, -471.69, 0.00
-19, -464.87, 0.00
-18, -459.86, 0.00
-17, -453.34, 0.00
-16, -448.44, 0.00
-15, -442.88, 0.00
-14, -437.31, 0.00
-13, -431.55, 0.00
-12, -426.34, 0.00
-11, -421.71, 0.00
-10, -416.37, 0.00
-9, -411.34, 0.00
-8, -404.79, 0.00
-7, -400.19, 0.00
-6, -393.77, 0.00
-5, -389.61, 0.00
-4, -383.04, 0.00
