%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
-29, -138634.80, 0.00
-28, -199660.88, 0.00
-27, -204104.17, 0.00
-26, -156867.94, 0.00
-25, -142265.39, 0.00
-24, -164788.53, 0.00
-23, -169918.34, 0.00
-22, -150111.30, 0.00
-21, -138933.80, 0.00
-20, -143518.23, 0.00
-19, -144497.47, 0.00
-18, -136754.58, 0.00
-17, -130439.98, 0.00
-16, -128159.99, 0.00
-15, -125407.48, 0.00
-14, -119097.77, 0.00
-13, -115162.12, 0.00
-12, -110372.79, 0.00
-11, -107817.09, 0.00
-10, -106720.20, 0.00
-9, -103132.16, 0.00
-8, -97778.77, 0.00
-7, -95011.53, 0.00
-6, -94443.62, 0.00
-5, -91676.97, 0.00
-4, -86650.23, 0.00
-3, -83544.40, 0.00
-2, -82856.48, 0.00
-1, -80788.29, 0.00
0, -76472.93, 0.00
-29, -73227.39, 0.00
-28, -72188.84, 0.00
-27, -70554.32, 0.00
-26, -67012.76, 0.00
-25, -63855.24, 0.00
-24, -62472.14, 0.00
-23, -61046.77, 0.00
-22, -58181.94, 0.00
-21, -55267.63, 0.00
-20, -53646.26, 0.00
-19, -52292.05, 0.00
-18, -49955.38, 0.00
-17, -47355.85, 0.00
-16, -45621.29, 0.00
-15, -44276.59, 0.00
-14, -42325.97, 0.00
-13, -40050.72, 0.00
-12, -38308.23, 0.00
-11, -36961.53, 0.00
-10, -35284.77, 0.00
-9, -33307.61, 0.00
-8, -31630.46, 0.00
-7, -30295.93, 0.00
-6, -28814.41, 0.00
-5, -27094.40, 0.00
-4, -25525.62, 0.00
-3, -24226.00, 0.00
-2, -22889.46, 0.00
-1, -21384.00, 0.00
0, -19943.32, 0.00
-29, -18700.34, 0.00
-28, -17479.13, 0.00
-27, -16150.63, 0.00
-26, -14842.34, 0.00
-25, -13672.36, 0.00
-24, -12549.92, 0.00
-23, -11368.14, 0.00
-22, -10187.54, 0.00
-21, -9100.60, 0.00
-20, -8068.00, 0.00
-19, -7009.80, 0.00
-18, -5947.91, 0.00
-17, -4948.47, 0.00
-16, -4000.54, 0.00
-15, -3048.80, 0.00
-14, -2095.12, 0.00
-13, -1183.39, 0.00
-12, -316.43, 0.00
-11, 541.47, 0.00
-10, 1397.34, 0.00
-9, 2223.95, 0.00
-8, 3013.31, 0.00
-7, 3787.01, 0.00
-6, 4554.55, 0.00
-5, 5300.36, 0.00
-4, 6015.66, 0.00
-3, 6712.61, 0.00
-2, 7400.17, 0.00
-1, 8070.28, 0.00
0, 8715.39, 0.00
-29, 9341.75, 0.00
-28, 9956.61, 0.00
-27, 10556.37, 0.00
-26, 11135.41, 0.00
-25, 11696.49, 0.00
-24, 12244.93, 0.00
-23, 12779.72, 0.00
-22, 13296.94, 0.00
-21, 13797.55, 0.00
-20, 14760.11, 0.00
-19, 15219.82, 0.00
-18, 15664.35, 0.00
-17, 16096.16, 0.00
