%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts
-29, 86179.42, 78500.03
-28, 124137.10, 113051.94
-27, 126921.73, 115564.18
-26, 97520.20, 88819.77
-25, 88431.65, 80551.56
-24, 102429.49, 93304.30
-23, 105623.34, 96207.55
-22, 93294.94, 84992.86
-21, 86342.86, 78663.05
-20, 89186.00, 81259.04
-19, 89787.17, 81813.90
-18, 84967.64, 77429.77
-17, 81039.59, 73853.48
-16, 79621.22, 72562.60
-15, 77894.50, 71005.20
-14, 75741.67, 69044.84
-13, 73964.95, 67431.79
-12, 71522.11, 65202.27
-11, 68525.23, 62491.76
-10, 66938.26, 61044.02
-9, 66248.46, 60423.22
-8, 64026.63, 58390.53
-7, 58961.66, 53792.71
-6, 58599.11, 53472.00
-5, 56887.24, 51904.03
-4, 53746.11, 49058.74
-3, 51817.73, 47299.73
-2, 51381.47, 46910.65
-1, 50102.34, 45738.17
0, 47408.74, 43295.46
-29, 45390.02, 41457.56
-28, 44739.05, 40869.60
-27, 43723.98, 39943.59
-26, 41518.16, 37938.37
-25, 39549.30, 36150.79
-24, 38688.94, 35367.41
-23, 36019.99, 32938.22
-22, 33194.28, 30369.74
-21, 32343.73, 29603.47
-20, 30897.24, 28279.76
-19, 29269.03, 26809.04
-18, 28198.38, 25825.87
-17, 27350.48, 25065.31
-16, 26146.93, 23959.41
-15, 24720.15, 22672.18
-14, 23643.79, 21684.30
-13, 22796.27, 20923.18
-12, 21761.48, 19972.60
-11, 20521.25, 18853.76
-10, 19484.68, 17903.68
-9, 18647.16, 17148.44
-8, 16656.27, 15335.37
-7, 14871.66, 13710.85
-6, 13103.73, 12101.84
-5, 12204.19, 11285.98
-4, 11434.70, 10581.96
-3, 9849.76, 9137.86
-2, 9029.03, 8398.06
-1, 8308.52, 7734.62
0, 7602.23, 7099.87
-29, 6874.59, 6429.66
-28, 5464.75, 5146.02
-27, 4812.13, 4562.62
-26, 4164.51, 3962.47
-25, 3493.42, 3361.99
-24, 2880.92, 2795.00
-23, 2282.25, 2259.25
-22, 1698.24, 1719.50
-21, 1098.16, 1180.19
-20, 537.87, 663.38
-19, -5.25, 173.18
-18, -1582.37, -1265.80
-17, -2073.93, -1712.79
-16, -2556.95, -2150.91
-15, -3030.65, -2585.52
-14, -3499.30, -3007.45
-13, -3938.56, -3413.09
-12, -4378.13, -3807.19
-11, -4797.91, -4197.25
-10, -5222.60, -4575.74
-9, -6014.05, -5295.44
-8, -6386.43, -5644.69
-7, -6769.29, -5983.14
-6, -7119.05, -6312.38
-5, -7477.33, -6629.35
-4, -7808.09, -6940.98
-3, -8148.71, -7242.61
-2, -8461.65, -7536.63
-1, -8780.64, -7819.04
0, -9076.62, -8095.89
-29, -9377.83, -8364.20
-28, -9659.37, -8625.05
-27, -9938.57, -8876.52
-26, -10204.00, -9121.21
-25, -10466.07, -9359.10
-24, -10718.06, -9589.23
-23, -10959.46, -9811.45
-22, -11198.31, -10026.28
-21, -11422.72, -10235.80
-20, -11650.09, -10437.26
-19, -11858.43, -10633.37
-18, -12072.80, -10821.33
-17, -12465.59, -11180.48
-16, -12641.14, -11351.47
-15, -12829.81, -11514.10
-14, -12992.35, -11673.53
-13, -13484.72, -12112.95
-12, -13624.35, -12249.92
-11, -13775.80, -12379.60
-10, -13905.04, -12505.78
-9, -14041.36, -12625.49
-8, -14162.44, -12742.01
-7, -14287.17, -12852.05
-6, -14398.88, -12958.00
-5, -14616.43, -13155.86
-4, -14716.01, -13248.21
-3, -14902.11, -13420.12
-2, -14992.63, -13498.66
-1, -15068.18, -13574.46
0, -15151.82, -13645.02
-29, -15217.00, -13713.35
-28, -15294.25, -13775.85
-27, -15420.42, -13892.17
-26, -15530.24, -13993.78
-25, -15569.40, -14040.58
-24, -15625.30, -14082.33
-23, -15657.40, -14122.50
-22, -15705.74, -14157.82
-21, -15732.74, -14191.19
-20, -15771.70, -14220.18
-19, -15794.03, -14247.63
-18, -15825.19, -14271.39
-17, -15843.45, -14293.33
-16, -15879.24, -14327.24
-15, -15892.38, -14340.50
-14, -15904.63, -14350.98
-13, -15910.75, -14359.52
-12, -15920.81, -14364.82
-11, -15918.40, -14368.62
-10, -15924.45, -14368.77
-9, -15914.42, -14368.42
-8, -15902.19, -14359.25
-7, -15902.33, -14350.53
-6, -15881.16, -14341.53
-5, -15876.78, -14328.76
-4, -15850.87, -14316.25
-3, -15842.56, -14299.19
-2, -15811.98, -14282.52
-1, -15799.40, -14262.18
0, -15767.68, -14242.28
-29, -15749.53, -14218.75
-28, -15714.77, -14195.41
-27, -15690.61, -14168.63
-26, -15654.31, -14141.54
-25, -15588.82, -14081.71
-24, -15554.64, -14049.97
-23, -15517.27, -14016.64
-22, -15475.85, -13982.22
-21, -15437.90, -13945.83
-20, -15391.28, -13908.97
-19, -15352.29, -13869.97
-18, -15301.06, -13831.03
-17, -15262.78, -13789.57
-16, -15208.35, -13748.74
-15, -15168.88, -13704.32
-14, -15068.78, -13614.56
-13, -15007.67, -13569.18
-12, -14963.91, -13520.77
-11, -14901.17, -13474.01
-10, -14855.35, -13423.99
-9, -14791.15, -13375.08
-8, -14742.96, -13323.34
-7, -14678.05, -13272.42
-6, -14625.44, -13219.13
-5, -14561.13, -13166.63
-4, -14505.70, -13112.81
-3, -14442.09, -13058.25
-2, -14382.54, -13002.83
-1, -14319.67, -12947.34
0, -14254.71, -12890.43
-29, -14193.78, -12833.27
-28, -14126.84, -12775.88
-27, -14067.18, -12717.36
-26, -13936.74, -12599.12
-25, -13861.25, -12540.06
-24, -13801.96, -12478.73
-23, -13724.71, -12418.78
-22, -13666.28, -12356.38
-21, -13588.50, -12296.14
-20, -13529.55, -12233.04
-19, -13449.67, -12171.57
-18, -13389.25, -12107.63
-17, -13247.45, -11981.05
-16, -13169.53, -11918.46
-15, -13106.61, -11854.13
-14, -13029.88, -11790.63
-13, -12963.92, -11725.75
-12, -12888.15, -11661.62
-11, -12818.72, -11596.37
-10, -12745.32, -11531.62
-9, -12600.06, -11400.62
-8, -12524.80, -11335.44
-7, -12455.15, -11268.81
-6, -12377.34, -11203.74
-5, -12310.65, -11137.47
-4, -12230.40, -11072.40
-3, -12165.25, -11005.77
-2, -12019.00, -10872.69
-1, -11934.98, -10807.40
0, -11871.55, -10740.03
-29, -11787.44, -10674.50
-28, -11724.79, -10607.31
-27, -11641.30, -10541.77
-26, -11576.48, -10474.16
-25, -11493.40, -10409.09
-24, -11346.66, -10276.21
-23, -11278.71, -10209.09
-22, -11200.57, -10143.76
-21, -11130.68, -10077.13
-20, -10836.17, -9813.26
-19, -10765.94, -9747.35
-18, -10689.70, -9682.35
-17, -10621.91, -9615.81
-16, -10543.90, -9551.12
-15, -10479.48, -9485.14
-14, -10399.28, -9420.97
-13, -10335.89, -9354.85
-12, -10254.38, -9290.75
-11, -10192.35, -9224.88
-10, -10111.17, -9161.24
-9, -10050.75, -9095.95
-8, -9969.88, -9033.30
-7, -9908.35, -8968.32
-6, -9828.24, -8905.58
-5, -9765.01, -8840.74
-4, -9687.49, -8778.18
-3, -9623.74, -8714.03
-2, -9548.40, -8651.55
-1, -9483.67, -8588.14
0, -9411.25, -8526.23
-29, -9344.30, -8463.53
-28, -9276.22, -8401.73
-27, -9207.08, -8339.93
-26, -9140.48, -8277.86
-25, -9068.86, -8216.52
-24, -9005.25, -8154.88
-23, -8933.39, -8094.68
-22, -8872.90, -8033.26
-21, -8798.85, -7973.74
-20, -8664.88, -7853.84
-19, -8609.76, -7793.27
-18, -8534.68, -7735.00
-17, -8478.66, -7675.03
-16, -8404.32, -7617.32
-15, -8349.18, -7557.86
-14, -8274.23, -7500.46
-13, -8219.05, -7441.74
-12, -8146.43, -7384.73
-11, -8090.37, -7326.70
-10, -8020.92, -7270.28
-9, -7963.99, -7212.86
-8, -7897.25, -7156.76
-7, -7836.86, -7100.34
-6, -7773.49, -7044.67
-5, -7712.31, -6989.48
-4, -7650.91, -6933.67
-3, -7587.70, -6878.70
-2, -7531.17, -6823.56
-1, -7465.95, -6769.23
0, -7294.47, -6607.35
-29, -7227.57, -6555.34
-28, -7177.77, -6501.29
-27, -7110.11, -6449.71
-26, -7062.26, -6396.46
-25, -6995.20, -6345.68
-24, -6948.82, -6293.02
-23, -6882.17, -6242.48
-22, -6835.77, -6190.47
-21, -6770.52, -6140.14
-20, -6722.60, -6088.82
-19, -6660.66, -6039.71
-18, -6612.32, -5989.33
-17, -6552.82, -5940.20
